clip_name,behavior_class,target_seat,scenario_id,num_frames,overall_visibility,quality,bad_nose_frames_pct,bad_wrist_frames_pct,nose,left_eye,right_eye,left_ear,right_ear,mouth_left,mouth_right,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip
P02_using_phone_take01,using_phone,A1,P02,249,0.987,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,0.999,1.0,1.0,1.0,0.99,0.992,0.957,0.972,0.944,0.956
P02_using_phone_take02,using_phone,A2,P02,249,0.99,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,1.0,0.994,0.991,0.971,0.973,0.957,0.965
P02_using_phone_take03,using_phone,A3,P02,249,0.978,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,0.999,0.999,1.0,1.0,0.985,0.983,0.962,0.967,0.894,0.888
P02_using_phone_take04,using_phone,A4,P02,249,0.981,good,0.0,0.0,1.0,0.999,1.0,0.999,1.0,1.0,1.0,1.0,1.0,0.986,0.973,0.95,0.926,0.939,0.948
P02_using_phone_take05,using_phone,B1,P02,249,0.985,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,0.983,0.972,0.957,0.935,0.943
P02_using_phone_take06,using_phone,B2,P02,249,0.985,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,0.989,0.969,0.969,0.921,0.936
P02_using_phone_take07,using_phone,B3,P02,249,0.988,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,0.994,0.976,0.974,0.936,0.947
P02_using_phone_take08,using_phone,B4,P02,249,0.987,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,0.995,0.982,0.979,0.924,0.929
P03_using_phone_take01,using_phone,A1,P03,249,0.956,good,0.0,0.0,0.997,0.998,0.996,0.999,0.995,0.999,0.998,1.0,0.983,0.979,0.882,0.933,0.808,0.884,0.89
P03_using_phone_take02,using_phone,A2,P03,249,0.956,good,0.0,0.0,0.999,0.999,0.998,0.999,0.997,0.999,0.999,1.0,0.983,0.985,0.884,0.944,0.794,0.881,0.884
P03_using_phone_take03,using_phone,A3,P03,249,0.966,good,0.0,0.0,0.999,0.999,0.998,0.999,0.997,0.999,0.999,1.0,0.993,0.979,0.905,0.938,0.832,0.918,0.933
P03_using_phone_take04,using_phone,A4,P03,249,0.963,good,0.0,0.0,0.999,0.999,0.997,0.999,0.997,0.999,0.999,1.0,0.988,0.987,0.887,0.953,0.804,0.911,0.923
P03_using_phone_take05,using_phone,B1,P03,249,0.96,good,0.4,0.4,0.999,0.999,0.998,1.0,0.997,1.0,0.999,1.0,0.982,0.987,0.878,0.95,0.8,0.896,0.914
P03_using_phone_take06,using_phone,B2,P03,249,0.968,good,0.0,0.0,0.999,0.999,0.999,1.0,0.998,1.0,0.999,1.0,0.995,0.975,0.876,0.936,0.818,0.962,0.97
P03_using_phone_take07,using_phone,B3,P03,249,0.967,good,0.0,0.0,0.999,0.999,0.998,0.999,0.997,0.999,0.998,1.0,0.995,0.974,0.896,0.933,0.836,0.937,0.949
P03_using_phone_take08,using_phone,B4,P03,249,0.966,good,0.0,0.0,0.998,0.999,0.996,0.999,0.993,0.997,0.993,1.0,0.99,0.976,0.854,0.946,0.801,0.976,0.976
P04_using_phone_take01,using_phone,A1,P04,249,0.968,good,19.7,19.7,0.979,0.984,0.98,0.992,0.979,0.987,0.984,0.999,0.992,0.972,0.952,0.952,0.939,0.917,0.906
P04_using_phone_take02,using_phone,A2,P04,249,0.964,good,39.8,39.8,0.986,0.989,0.987,0.994,0.989,0.992,0.991,0.999,0.995,0.964,0.956,0.944,0.942,0.873,0.859
P04_using_phone_take03,using_phone,A3,P04,249,0.979,good,0.0,0.0,0.999,0.999,0.998,0.999,0.999,1.0,1.0,1.0,0.999,0.991,0.988,0.979,0.975,0.889,0.875
P04_using_phone_take04,using_phone,A4,P04,249,0.979,good,1.6,1.6,0.998,0.998,0.997,0.999,0.998,0.999,0.999,1.0,0.999,0.986,0.979,0.975,0.967,0.907,0.888
P04_using_phone_take05,using_phone,B1,P04,249,0.976,good,3.6,3.6,0.997,0.998,0.997,0.999,0.997,0.999,0.998,1.0,0.998,0.989,0.972,0.979,0.959,0.888,0.864
P04_using_phone_take06,using_phone,B2,P04,249,0.979,good,1.2,1.2,0.998,0.999,0.998,0.999,0.998,0.999,0.999,1.0,0.999,0.99,0.985,0.971,0.975,0.892,0.887
P04_using_phone_take07,using_phone,B3,P04,249,0.981,good,48.6,48.6,0.997,0.998,0.996,0.999,0.996,0.999,0.997,1.0,0.998,0.986,0.98,0.965,0.97,0.922,0.915
P04_using_phone_take08,using_phone,B4,P04,249,0.978,good,22.1,22.1,0.996,0.997,0.996,0.999,0.996,0.998,0.997,1.0,0.998,0.986,0.974,0.968,0.957,0.911,0.896
P05_using_phone_take01,using_phone,A1,P05,249,0.967,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,0.999,0.923,0.972,0.862,0.893,0.916,0.948
P05_using_phone_take02,using_phone,A2,P05,249,0.975,good,0.0,0.0,0.999,0.999,1.0,0.999,1.0,1.0,1.0,1.0,1.0,0.935,0.982,0.874,0.925,0.949,0.971
P05_using_phone_take03,using_phone,A3,P05,249,0.972,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,0.999,1.0,1.0,1.0,0.943,0.974,0.886,0.895,0.934,0.96
P05_using_phone_take04,using_phone,A4,P05,249,0.967,good,2.4,2.4,0.996,0.997,0.997,0.997,0.998,0.997,0.996,0.999,0.995,0.954,0.956,0.904,0.898,0.896,0.926
P05_using_phone_take05,using_phone,B1,P05,249,0.97,good,0.0,0.0,0.997,0.996,0.996,0.995,0.998,0.997,0.999,0.999,0.999,0.936,0.978,0.887,0.908,0.924,0.939
P05_using_phone_take06,using_phone,B2,P05,249,0.967,good,0.0,0.0,0.996,0.995,0.995,0.994,0.997,0.995,0.998,0.999,0.999,0.933,0.966,0.885,0.867,0.939,0.945
P05_using_phone_take07,using_phone,B3,P05,249,0.969,good,0.0,0.0,0.998,0.997,0.997,0.996,0.998,0.997,0.999,0.999,0.999,0.939,0.966,0.89,0.883,0.937,0.941
P06_using_phone_take02,using_phone,A2,P06,249,0.971,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,0.998,0.998,1.0,0.999,0.986,0.95,0.967,0.923,0.869,0.876
P06_using_phone_take03,using_phone,A3,P06,249,0.973,good,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992,0.983,0.97,0.958,0.837,0.85
P06_using_phone_take04,using_phone,A4,P06,249,0.97,good,0.0,0.0,0.999,0.999,0.999,1.0,0.999,1.0,0.999,1.0,0.999,0.988,0.953,0.962,0.925,0.855,0.871
P06_using_phone_take05,using_phone,B1,P06,249,0.966,good,0.8,0.8,0.998,0.999,0.998,0.999,0.998,0.999,0.999,1.0,0.998,0.986,0.912,0.958,0.874,0.885,0.894
P06_using_phone_take06,using_phone,B2,P06,249,0.964,good,0.0,0.0,0.999,0.999,0.998,0.999,0.998,0.999,0.999,1.0,0.999,0.985,0.907,0.956,0.884,0.857,0.878
P06_using_phone_take07,using_phone,B3,P06,249,0.966,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992,0.967,0.972,0.938,0.8,0.82
P06_using_phone_take08,using_phone,B4,P06,249,0.959,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,1.0,1.0,1.0,0.999,0.987,0.915,0.966,0.878,0.813,0.827
P07_using_phone_take01,using_phone,A1,P07,249,0.963,good,0.0,0.0,0.999,0.998,0.999,0.997,1.0,0.997,0.999,0.997,0.999,0.894,0.967,0.84,0.88,0.928,0.953
P07_using_phone_take02,using_phone,A2,P07,249,0.965,good,0.0,0.0,0.999,0.998,0.999,0.997,0.999,0.998,0.999,0.998,0.999,0.887,0.974,0.848,0.912,0.925,0.949
P07_using_phone_take03,using_phone,A3,P07,249,0.967,good,0.0,0.0,0.998,0.997,0.999,0.996,0.999,0.996,0.999,0.996,0.999,0.887,0.971,0.865,0.903,0.941,0.959
P07_using_phone_take04,using_phone,A4,P07,249,0.962,good,1.6,1.6,0.989,0.994,0.994,0.995,0.994,0.982,0.981,0.997,0.987,0.918,0.939,0.888,0.88,0.937,0.949
P07_using_phone_take05,using_phone,A4,P07,249,0.967,good,0.8,0.8,0.995,0.995,0.997,0.992,0.998,0.993,0.997,0.997,0.999,0.915,0.968,0.885,0.891,0.932,0.952
P07_using_phone_take06,using_phone,B1,P07,249,0.968,good,0.0,0.0,0.998,0.998,0.999,0.996,0.999,0.996,0.999,0.997,0.999,0.892,0.971,0.868,0.895,0.946,0.963
P07_using_phone_take07,using_phone,B2,P07,249,0.973,good,4.0,4.0,0.999,0.999,0.999,0.998,1.0,0.997,0.999,0.997,0.999,0.919,0.973,0.9,0.905,0.95,0.963
P07_using_phone_take08,using_phone,B3,P07,249,0.977,good,0.4,0.4,0.999,0.999,0.999,0.998,1.0,0.997,0.999,0.998,0.999,0.959,0.978,0.935,0.909,0.937,0.955
PN01_passing_note_take01,passing_note,A1,PN01,249,0.972,good,0.0,0.0,0.999,0.999,0.998,0.998,0.999,0.999,0.999,0.999,0.999,0.955,0.975,0.925,0.93,0.889,0.917
PN01_passing_note_take02,passing_note,A2,PN01,249,0.97,good,0.0,0.0,0.999,0.999,0.998,0.999,0.999,0.999,0.999,1.0,0.999,0.971,0.963,0.939,0.913,0.879,0.891
PN01_passing_note_take03,passing_note,A3,PN01,249,0.96,good,0.4,0.4,0.996,0.997,0.995,0.998,0.996,0.997,0.997,0.999,0.997,0.962,0.927,0.924,0.885,0.85,0.873
PN01_passing_note_take06,passing_note,B2,PN01,249,0.961,good,0.0,0.0,0.996,0.996,0.994,0.997,0.993,0.996,0.995,0.999,0.995,0.969,0.921,0.898,0.853,0.902,0.914
PN01_passing_note_take07,passing_note,B3,PN01,249,0.97,good,0.0,0.0,0.996,0.997,0.995,0.998,0.993,0.998,0.996,0.999,0.997,0.974,0.938,0.935,0.9,0.908,0.921
PN02_passing_note_take01,passing_note,A4,PN02,249,0.968,good,0.4,0.4,0.996,0.998,0.997,0.999,0.997,0.999,0.998,1.0,0.996,0.978,0.947,0.95,0.902,0.881,0.887
PN02_passing_note_take02,passing_note,A3,PN02,249,0.973,good,0.0,0.0,0.999,0.999,0.999,0.999,0.999,0.999,0.999,1.0,0.998,0.982,0.977,0.962,0.934,0.879,0.876
PN02_passing_note_take03,passing_note,A2,PN02,249,0.967,good,0.0,0.0,0.998,0.999,0.999,0.999,0.999,0.999,0.998,1.0,0.994,0.976,0.944,0.95,0.882,0.884,0.889
PN02_passing_note_take06,passing_note,B3,PN02,249,0.971,good,0.0,0.0,0.997,0.997,0.996,0.998,0.998,0.999,0.999,1.0,0.999,0.943,0.974,0.914,0.926,0.902,0.922
PN02_passing_note_take07,passing_note,B2,PN02,249,0.974,good,0.0,0.0,0.998,0.998,0.998,0.999,0.999,0.998,0.999,1.0,0.998,0.934,0.972,0.907,0.914,0.941,0.952
PN03_passing_note_take01,passing_note,A4,PN03,249,0.956,good,0.4,0.4,0.997,0.997,0.997,0.997,0.998,0.997,0.997,0.997,0.996,0.945,0.97,0.895,0.954,0.787,0.812
PN03_passing_note_take02,passing_note,A3,PN03,249,0.959,good,0.0,0.0,0.996,0.996,0.995,0.996,0.996,0.996,0.996,0.995,0.995,0.948,0.966,0.9,0.957,0.812,0.838
PN03_passing_note_take03,passing_note,A2,PN03,249,0.976,good,0.0,0.0,1.0,0.999,1.0,0.999,1.0,1.0,1.0,1.0,1.0,0.971,0.989,0.924,0.968,0.882,0.91
PN03_passing_note_take05,passing_note,B4,PN03,249,0.966,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,1.0,1.0,0.999,1.0,0.899,0.971,0.847,0.944,0.899,0.933
PN03_passing_note_take06,passing_note,B3,PN03,249,0.968,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,1.0,0.942,0.982,0.863,0.946,0.88,0.91
PN03_passing_note_take07,passing_note,B2,PN03,249,0.967,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,1.0,1.0,0.999,1.0,0.926,0.984,0.823,0.956,0.888,0.926
PN04_passing_note_take01,passing_note,A1,PN04,249,0.926,good,0.0,0.0,0.996,0.996,0.995,0.995,0.996,0.994,0.994,0.997,0.996,0.908,0.925,0.863,0.898,0.659,0.685
PN04_passing_note_take02,passing_note,A2,PN04,249,0.904,good,0.0,0.0,0.998,0.997,0.997,0.997,0.998,0.996,0.997,0.996,0.996,0.859,0.914,0.838,0.917,0.518,0.539
PN04_passing_note_take03,passing_note,A3,PN04,249,0.857,good,2.0,2.4,0.982,0.982,0.98,0.981,0.982,0.977,0.977,0.97,0.973,0.774,0.852,0.746,0.856,0.4,0.417
PN04_passing_note_take04,passing_note,A4,PN04,249,0.808,good,5.6,11.2,0.963,0.962,0.957,0.956,0.958,0.938,0.938,0.894,0.894,0.719,0.742,0.687,0.748,0.379,0.391
PN04_passing_note_take05,passing_note,B1,PN04,249,0.943,good,0.4,0.8,0.996,0.995,0.995,0.995,0.996,0.994,0.994,0.991,0.992,0.934,0.945,0.905,0.92,0.739,0.761
PN04_passing_note_take06,passing_note,B2,PN04,249,0.894,good,0.4,0.4,0.995,0.994,0.993,0.993,0.995,0.992,0.993,0.988,0.989,0.824,0.899,0.777,0.893,0.536,0.557
PN04_passing_note_take07,passing_note,B3,PN04,249,0.921,good,1.2,2.8,0.992,0.991,0.991,0.991,0.992,0.988,0.988,0.981,0.981,0.888,0.948,0.837,0.933,0.64,0.675
PN04_passing_note_take08,passing_note,B4,PN04,249,0.936,good,0.0,0.0,0.999,0.999,0.999,0.999,1.0,0.999,1.0,0.999,1.0,0.922,0.982,0.876,0.969,0.631,0.665
PN05_passing_note_take01,passing_note,A1,PN05,249,0.962,good,2.8,2.8,0.998,0.998,0.997,0.998,0.997,0.998,0.997,1.0,0.999,0.962,0.975,0.926,0.953,0.805,0.828
PN05_passing_note_take02,passing_note,A2,PN05,249,0.978,good,1.2,1.2,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.965,0.988,0.921,0.949,0.915,0.933
PN05_passing_note_take05,passing_note,B1,PN05,249,0.968,good,0.4,0.4,0.997,0.997,0.998,0.997,0.999,0.999,0.999,0.998,0.999,0.892,0.978,0.84,0.946,0.93,0.954
PN05_passing_note_take06,passing_note,B2,PN05,249,0.971,good,0.8,0.8,0.999,0.999,0.998,0.999,0.998,0.999,0.999,1.0,0.999,0.931,0.966,0.89,0.94,0.919,0.935
PN05_passing_note_take07,passing_note,B3,PN05,249,0.944,good,0.0,0.0,1.0,0.999,0.999,0.999,1.0,1.0,1.0,1.0,1.0,0.938,0.986,0.911,0.968,0.67,0.692
T01_talking_to_neighbor_take01,talking_to_neighbor,A1,T01,249,0.983,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.991,0.969,0.965,0.908,0.928
T01_talking_to_neighbor_take03,talking_to_neighbor,A3,T01,249,0.981,good,0.0,0.0,0.999,0.998,0.998,0.998,0.999,0.999,1.0,1.0,1.0,0.99,0.993,0.966,0.967,0.892,0.913
T01_talking_to_neighbor_take04,talking_to_neighbor,B1,T01,249,0.981,good,0.0,0.0,1.0,0.999,0.999,1.0,1.0,1.0,1.0,1.0,1.0,0.988,0.991,0.96,0.962,0.902,0.914
T01_talking_to_neighbor_take05,talking_to_neighbor,B2,T01,249,0.981,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.988,0.991,0.971,0.967,0.89,0.908
T01_talking_to_neighbor_take06,talking_to_neighbor,B3,T01,249,0.984,good,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.993,0.977,0.973,0.902,0.92
T02_talking_to_neighbor_take01,talking_to_neighbor,A1,T02,249,0.914,good,0.0,0.0,0.993,0.994,0.991,0.993,0.99,0.991,0.991,0.997,0.982,0.912,0.857,0.852,0.807,0.669,0.69
T02_talking_to_neighbor_take02,talking_to_neighbor,A2,T02,249,0.943,good,0.0,0.0,0.996,0.997,0.995,0.997,0.994,0.998,0.997,0.999,0.984,0.924,0.889,0.877,0.853,0.808,0.833
T02_talking_to_neighbor_take03,talking_to_neighbor,A3,T02,249,0.948,good,0.4,0.4,0.999,0.999,0.997,0.999,0.997,0.999,0.998,1.0,0.996,0.984,0.907,0.948,0.852,0.767,0.778
T02_talking_to_neighbor_take04,talking_to_neighbor,B1,T02,249,0.945,good,36.5,36.5,0.987,0.993,0.99,0.997,0.991,0.991,0.988,0.999,0.995,0.962,0.868,0.921,0.824,0.829,0.847
T02_talking_to_neighbor_take05,talking_to_neighbor,B2,T02,249,0.938,good,29.3,29.3,0.989,0.993,0.989,0.997,0.989,0.994,0.99,1.0,0.994,0.975,0.86,0.93,0.809,0.771,0.789
T02_talking_to_neighbor_take06,talking_to_neighbor,B3,T02,249,0.956,good,62.2,62.2,0.994,0.997,0.995,0.998,0.995,0.997,0.995,1.0,0.997,0.985,0.916,0.962,0.858,0.825,0.826
T03_talking_to_neighbor_take01,talking_to_neighbor,A1,T03,249,0.956,good,0.0,0.0,0.997,0.995,0.996,0.995,0.997,0.998,0.999,1.0,0.999,0.982,0.938,0.937,0.827,0.838,0.845
T03_talking_to_neighbor_take02,talking_to_neighbor,A2,T03,249,0.958,good,0.0,0.0,0.996,0.992,0.994,0.992,0.996,0.997,0.998,1.0,0.999,0.981,0.952,0.932,0.848,0.837,0.852
T03_talking_to_neighbor_take03,talking_to_neighbor,A3,T03,249,0.961,good,0.4,0.4,0.995,0.994,0.996,0.994,0.998,0.998,0.999,1.0,0.999,0.978,0.971,0.923,0.864,0.852,0.856
T03_talking_to_neighbor_take04,talking_to_neighbor,B1,T03,249,0.962,good,0.0,0.0,0.995,0.993,0.995,0.996,0.998,0.998,0.999,0.999,0.999,0.985,0.966,0.943,0.849,0.848,0.865
T03_talking_to_neighbor_take05,talking_to_neighbor,B2,T03,249,0.955,good,0.0,0.0,0.998,0.998,0.998,0.998,0.999,0.999,1.0,0.999,0.999,0.979,0.963,0.928,0.84,0.804,0.822
T03_talking_to_neighbor_take06,talking_to_neighbor,B3,T03,249,0.953,good,15.7,15.7,0.995,0.995,0.992,0.997,0.994,0.998,0.997,1.0,0.998,0.976,0.923,0.919,0.796,0.849,0.861
T04_talking_to_neighbor_take01,talking_to_neighbor,A1,T04,249,0.923,good,6.0,6.0,0.972,0.978,0.97,0.988,0.975,0.985,0.98,0.998,0.982,0.914,0.867,0.863,0.848,0.745,0.78
T04_talking_to_neighbor_take02,talking_to_neighbor,A2,T04,249,0.918,good,0.8,0.8,0.986,0.987,0.985,0.992,0.988,0.99,0.988,0.997,0.991,0.875,0.877,0.816,0.848,0.707,0.75
T04_talking_to_neighbor_take03,talking_to_neighbor,A3,T04,249,0.885,good,0.8,0.8,0.986,0.987,0.984,0.988,0.987,0.985,0.984,0.99,0.983,0.839,0.832,0.794,0.83,0.536,0.564
T04_talking_to_neighbor_take04,talking_to_neighbor,B1,T04,249,0.906,good,0.0,0.0,0.994,0.994,0.993,0.994,0.994,0.994,0.993,0.996,0.995,0.87,0.88,0.808,0.862,0.597,0.632
T04_talking_to_neighbor_take05,talking_to_neighbor,B2,T04,249,0.938,good,0.0,0.0,0.995,0.996,0.991,0.998,0.99,0.997,0.993,1.0,0.991,0.959,0.874,0.915,0.835,0.763,0.769
T04_talking_to_neighbor_take06,talking_to_neighbor,B3,T04,249,0.932,good,17.3,17.3,0.952,0.963,0.949,0.973,0.951,0.97,0.96,0.999,0.989,0.959,0.853,0.927,0.823,0.849,0.856
T05_talking_to_neighbor_take01,talking_to_neighbor,A1,T05,249,0.949,good,6.4,6.4,0.992,0.994,0.986,0.996,0.985,0.997,0.995,1.0,0.995,0.963,0.918,0.916,0.883,0.79,0.832
T05_talking_to_neighbor_take02,talking_to_neighbor,A2,T05,249,0.95,good,15.7,15.7,0.991,0.994,0.987,0.996,0.986,0.997,0.996,0.999,0.997,0.957,0.919,0.914,0.87,0.81,0.84
T05_talking_to_neighbor_take03,talking_to_neighbor,A3,T05,249,0.94,good,14.5,14.5,0.994,0.995,0.992,0.996,0.992,0.997,0.996,0.999,0.997,0.956,0.897,0.899,0.854,0.756,0.783
T05_talking_to_neighbor_take04,talking_to_neighbor,B1,T05,249,0.967,good,2.0,2.0,0.998,0.998,0.998,0.999,0.998,0.999,0.999,1.0,0.999,0.977,0.942,0.923,0.898,0.876,0.906
T05_talking_to_neighbor_take05,talking_to_neighbor,B2,T05,249,0.953,good,11.6,11.6,0.988,0.992,0.986,0.995,0.986,0.995,0.994,0.999,0.995,0.972,0.921,0.931,0.869,0.813,0.851
T05_talking_to_neighbor_take06,talking_to_neighbor,B3,T05,249,0.952,good,4.0,4.0,0.987,0.992,0.985,0.996,0.988,0.996,0.994,1.0,0.997,0.974,0.913,0.928,0.869,0.814,0.84
T06_talking_to_neighbor_take01,talking_to_neighbor,A1,T06,249,0.925,good,1.6,1.6,0.993,0.994,0.994,0.994,0.995,0.994,0.994,0.999,0.998,0.927,0.932,0.862,0.892,0.639,0.674
T06_talking_to_neighbor_take02,talking_to_neighbor,A2,T06,249,0.952,good,4.0,4.0,0.991,0.992,0.99,0.991,0.989,0.99,0.989,0.999,0.997,0.969,0.936,0.921,0.898,0.795,0.827
T06_talking_to_neighbor_take03,talking_to_neighbor,A3,T06,249,0.861,good,1.6,1.6,0.987,0.988,0.986,0.988,0.988,0.985,0.984,0.989,0.984,0.804,0.823,0.724,0.822,0.42,0.438
T06_talking_to_neighbor_take04,talking_to_neighbor,B1,T06,249,0.929,good,0.4,0.4,0.991,0.993,0.992,0.994,0.993,0.993,0.993,0.998,0.996,0.928,0.907,0.884,0.867,0.695,0.717
T06_talking_to_neighbor_take05,talking_to_neighbor,B2,T06,249,0.9,good,0.4,0.4,0.985,0.987,0.984,0.988,0.985,0.985,0.983,0.989,0.983,0.867,0.857,0.789,0.817,0.645,0.663
T06_talking_to_neighbor_take06,talking_to_neighbor,B3,T06,249,0.856,good,1.2,1.2,0.991,0.99,0.99,0.991,0.993,0.99,0.991,0.994,0.992,0.793,0.86,0.696,0.852,0.348,0.367
T07_talking_to_neighbor_take01,talking_to_neighbor,A1,T07,249,0.953,good,0.0,0.0,0.997,0.998,0.997,0.999,0.998,0.999,0.999,1.0,0.999,0.96,0.927,0.928,0.864,0.809,0.821
T07_talking_to_neighbor_take02,talking_to_neighbor,A2,T07,249,0.951,good,0.0,0.0,0.997,0.998,0.995,0.999,0.997,0.999,0.999,1.0,0.999,0.97,0.947,0.921,0.871,0.774,0.798
T07_talking_to_neighbor_take04,talking_to_neighbor,B1,T07,249,0.954,good,0.0,0.0,0.998,0.997,0.997,0.998,0.998,0.999,0.999,1.0,0.999,0.958,0.953,0.893,0.903,0.798,0.815
T07_talking_to_neighbor_take05,talking_to_neighbor,B2,T07,249,0.945,good,6.4,6.4,0.991,0.992,0.991,0.994,0.993,0.995,0.995,0.999,0.998,0.942,0.927,0.862,0.879,0.794,0.818
T07_talking_to_neighbor_take06,talking_to_neighbor,B3,T07,249,0.958,good,4.4,4.4,0.997,0.997,0.997,0.998,0.998,0.999,0.999,1.0,0.999,0.972,0.954,0.925,0.911,0.811,0.82
T08_talking_to_neighbor_take01,talking_to_neighbor,A1,T08,249,0.954,good,4.8,4.8,0.991,0.993,0.988,0.995,0.99,0.996,0.996,0.999,0.998,0.952,0.905,0.903,0.868,0.845,0.89
T08_talking_to_neighbor_take02,talking_to_neighbor,A2,T08,249,0.973,good,0.8,0.8,0.991,0.993,0.987,0.996,0.987,0.995,0.995,1.0,0.998,0.975,0.921,0.955,0.893,0.946,0.957
T08_talking_to_neighbor_take03,talking_to_neighbor,A3,T08,249,0.975,good,0.4,0.4,0.997,0.997,0.996,0.998,0.997,0.999,0.999,0.999,0.998,0.974,0.942,0.927,0.912,0.936,0.957
T08_talking_to_neighbor_take04,talking_to_neighbor,B1,T08,249,0.961,good,0.4,0.4,0.976,0.969,0.973,0.968,0.976,0.981,0.984,0.999,0.999,0.963,0.96,0.927,0.92,0.897,0.922
T08_talking_to_neighbor_take05,talking_to_neighbor,B2,T08,249,0.978,good,0.0,0.0,0.997,0.997,0.994,0.999,0.995,0.999,0.998,1.0,0.997,0.98,0.947,0.961,0.916,0.942,0.948
T08_talking_to_neighbor_take06,talking_to_neighbor,B3,T08,249,0.984,good,0.0,0.0,0.997,0.997,0.996,0.998,0.996,0.999,0.999,1.0,0.999,0.983,0.969,0.963,0.936,0.959,0.964
