clip_name,clip_path,behavior_class,hard_negative_type,scenario_id,take_no,target_seat_id,neighbor_seat_id,notes,split,review_status
LD02_looking_down_take03.mp4,02_clips\looking_down\LD02_looking_down_take03.mp4,looking_down,,LD02,3,A3,A4,,,complete
LD02_looking_down_take04.mp4,02_clips\looking_down\LD02_looking_down_take04.mp4,looking_down,,LD02,4,A4,A3,,,complete
LD02_looking_down_take05.mp4,02_clips\looking_down\LD02_looking_down_take05.mp4,looking_down,,LD02,5,B1,B2,,,complete
LD02_looking_down_take06.mp4,02_clips\looking_down\LD02_looking_down_take06.mp4,looking_down,,LD02,6,B2,B3,,,complete
LD02_looking_down_take07.mp4,02_clips\looking_down\LD02_looking_down_take07.mp4,looking_down,,LD02,7,B3,B4,Was not looking like he was looking down,,exclude
LD02_looking_down_take08.mp4,02_clips\looking_down\LD02_looking_down_take08.mp4,looking_down,,LD02,8,B4,B3,,,complete
LD03_looking_down_take01.mp4,02_clips\looking_down\LD03_looking_down_take01.mp4,looking_down,,LD03,1,A1,A2,,,complete
LD03_looking_down_take02.mp4,02_clips\looking_down\LD03_looking_down_take02.mp4,looking_down,,LD03,2,A2,A3,"Not sure , luki hand were already down ",,exclude
LD03_looking_down_take03.mp4,02_clips\looking_down\LD03_looking_down_take03.mp4,looking_down,,LD03,3,A3,A4,,,complete
LD03_looking_down_take04.mp4,02_clips\looking_down\LD03_looking_down_take04.mp4,looking_down,,LD03,4,A4,A3,,,complete
LD03_looking_down_take05.mp4,02_clips\looking_down\LD03_looking_down_take05.mp4,looking_down,,LD03,5,B1,B2,"Not sure , it was a perfect look down",,exclude
LD03_looking_down_take06.mp4,02_clips\looking_down\LD03_looking_down_take06.mp4,looking_down,,LD03,6,B2,B3,,,complete
LD03_looking_down_take07.mp4,02_clips\looking_down\LD03_looking_down_take07.mp4,looking_down,,LD03,7,B3,B4,,,complete
LD03_looking_down_take08.mp4,02_clips\looking_down\LD03_looking_down_take08.mp4,looking_down,,LD03,8,B4,B3,,,complete
LD04_looking_down_take01.mp4,02_clips\looking_down\LD04_looking_down_take01.mp4,looking_down,,LD04,1,A1,A2,,,complete
LD04_looking_down_take02.mp4,02_clips\looking_down\LD04_looking_down_take02.mp4,looking_down,,LD04,2,A2,A3,,,complete
LD04_looking_down_take03.mp4,02_clips\looking_down\LD04_looking_down_take03.mp4,looking_down,,LD04,3,A3,A4,,,complete
LD04_looking_down_take04.mp4,02_clips\looking_down\LD04_looking_down_take04.mp4,looking_down,,LD04,4,A4,A3,,,complete
LD04_looking_down_take05.mp4,02_clips\looking_down\LD04_looking_down_take05.mp4,looking_down,,LD04,5,B4,B3,,,complete
LD04_looking_down_take06.mp4,02_clips\looking_down\LD04_looking_down_take06.mp4,looking_down,,LD04,6,B3,B2,,,complete
LD04_looking_down_take07.mp4,02_clips\looking_down\LD04_looking_down_take07.mp4,looking_down,,LD04,7,B2,B1,,,complete
LD04_looking_down_take08.mp4,02_clips\looking_down\LD04_looking_down_take08.mp4,looking_down,,LD04,8,B1,B2,,,complete
LD05_looking_down_take01.mp4,02_clips\looking_down\LD05_looking_down_take01.mp4,looking_down,,LD05,1,A1,A2,,,complete
LD05_looking_down_take02.mp4,02_clips\looking_down\LD05_looking_down_take02.mp4,looking_down,,LD05,2,A2,A3,"A1, luki was using phone xd",,exclude
LD05_looking_down_take03.mp4,02_clips\looking_down\LD05_looking_down_take03.mp4,looking_down,,LD05,3,A3,A4,,,complete
LD05_looking_down_take04.mp4,02_clips\looking_down\LD05_looking_down_take04.mp4,looking_down,,LD05,4,A4,A3,,,complete
LD05_looking_down_take05.mp4,02_clips\looking_down\LD05_looking_down_take05.mp4,looking_down,,LD05,5,B4,B3,,,complete
LD05_looking_down_take06.mp4,02_clips\looking_down\LD05_looking_down_take06.mp4,looking_down,,LD05,6,B3,B2,,,complete
LD05_looking_down_take07.mp4,02_clips\looking_down\LD05_looking_down_take07.mp4,looking_down,,LD05,7,B2,B1,,,complete
LD05_looking_down_take08.mp4,02_clips\looking_down\LD05_looking_down_take08.mp4,looking_down,,LD05,8,B1,B2,,,complete
LD06_looking_down_take01.mp4,02_clips\looking_down\LD06_looking_down_take01.mp4,looking_down,,LD06,1,A1,A2,,,complete
LD06_looking_down_take02.mp4,02_clips\looking_down\LD06_looking_down_take02.mp4,looking_down,,LD06,2,A2,A3,,,complete
LD06_looking_down_take03.mp4,02_clips\looking_down\LD06_looking_down_take03.mp4,looking_down,,LD06,3,A3,A4,"A2, chandan also looked down at the same time",,exclude
LD06_looking_down_take04.mp4,02_clips\looking_down\LD06_looking_down_take04.mp4,looking_down,,LD06,4,A4,A3,,,complete
LD06_looking_down_take05.mp4,02_clips\looking_down\LD06_looking_down_take05.mp4,looking_down,,LD06,5,B1,B2,,,complete
LD06_looking_down_take06.mp4,02_clips\looking_down\LD06_looking_down_take06.mp4,looking_down,,LD06,6,B2,B3,,,complete
LD06_looking_down_take07.mp4,02_clips\looking_down\LD06_looking_down_take07.mp4,looking_down,,LD06,7,B3,B4,,,complete
LD06_looking_down_take08.mp4,02_clips\looking_down\LD06_looking_down_take08.mp4,looking_down,,LD06,8,B4,B3,"B3, Luki lookings side ways",,exclude
